year,month,entity id,entity name,plant producer type,plant name,plant state,plant id,generator id,net summer capacity (mw),technology,energy source code,prime mover code,status,status_simple,date
2022,3,63784,"Azure Sky Wind Project, LLC",IPP,"Azure Sky Wind Project, LLC Hybrid",TX,64164,ASWBE,120,Batteries,MWH,BA,"(U) Under construction, less than or equal to 50 percent complete",construction,2022-03
2022,3,63552,Key Capture Energy,IPP,TX18 Cottage Meadow Storage,TX,63879,TX18,100,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-03
2022,5,15399,Avangrid Renewables LLC,IPP,Camino Solar,CA,63508,CS2,11,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-05
2022,6,61222,174 Power Global Corp.,IPP,Kupehau,HI,63799,KUPB1,60,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-06
2022,6,62921,Arroyo Solar LLC,IPP,Arroyo Solar Energy Storage Hybrid,NM,63172,ARESS,40,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-06
2022,8,60796,91MC 8me LLC,IPP,Aratina Solar Center 1 Hybrid,CA,61167,BESS,50,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-08
2022,9,63416,Ho'Ohana Solar 1 LLC,IPP,Ho'Ohana Solar 1,HI,63723,HESS1,52,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-09
2022,11,60797,68SF 8me LLC,IPP,"Eland Solar & Storage Center, Phase 1 Hybrid",CA,61168,61168,150,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-11
2022,11,61012,AES Distributed Energy,IPP,AES Waikoloa Solar Hybrid,HI,63900,KLOAB,30,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2022-11
2022,12,61222,174 Power Global Corp.,IPP,Atlas,AZ,63798,ATLB1,300,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,61768,Arrow Canyon Solar LLC,IPP,Arrow Canyon Solar Hybrid,NV,62248,2,75,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,54803,"Dynegy Oakland, LLC",IPP,Dynegy Oakland Power Plant,CA,6211,GEN4,36.3,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,62760,EDPR CA Solar Park VI LLC,IPP,EDPR CA Solar Park VI LLC (CA) Hybrid,CA,62892,SONR2,40,Batteries,MWH,BA,(T) Regulatory approvals received. Not under construction,planning,2022-12
2022,12,59380,"Enel Green Power NA, Inc.",IPP,"Cascade Energy Storage, LLC",CA,61801,10002,25,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2022-12
2022,12,59380,"Enel Green Power NA, Inc.",IPP,"Sierra Energy Storage, LLC",CA,61803,10003,10,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2022-12
2022,12,62008,Hale Kuawehi Solar LLC,IPP,Hale Kuawehi Solar Hybrid,HI,62529,HKBA,30,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,63427,"Neptune Energy Center, LLC",IPP,Neptune Energy Center Hybrid,CO,63731,NT125,125,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,62036,Paeahu Solar LLC,IPP,Paeahu Solar Hybrid,HI,62534,PHBA,15,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2022,12,63454,"Thunder Wolf Energy Center, LLC",IPP,Thunder Wolf Energy Center Hybrid,CO,63776,TW100,100,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2022-12
2023,3,61130,"Helix Ravenswood, LLC",IPP,Ravenswood,NY,2500,RWES1,129,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2023-03
2023,3,61130,"Helix Ravenswood, LLC",IPP,Ravenswood,NY,2500,RWES2,98,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2023-03
2023,3,61130,"Helix Ravenswood, LLC",IPP,Ravenswood,NY,2500,RWES3,89,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2023-03
2023,5,62733,Cranberry Point Energy Storage LLC,IPP,Cranberry Point Energy Storage,MA,62844,NA,150,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-05
2023,7,60798,69SV 8me LLC,IPP,"Eland Solar & Storage Center, Phase 2 Hybrid",CA,61169,61169,150,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-07
2023,9,62910,300MS 8me LLC,IPP,Southern Bighorn Solar Hybrid,NV,63113,BESS,135,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-09
2023,11,63117,Gemini Solar,IPP,Gemini Solar,NV,63352,ARPV1,280,Batteries,MWH,BA,"(U) Under construction, less than or equal to 50 percent complete",construction,2023-11
2023,12,63702,"Barbers Point Solar, LLC",IPP,"Barbers Point Solar, LLC",HI,64094,BPBA,15,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-12
2023,12,63703,"Kahana Solar, LLC",IPP,"Kahana Solar, LLC",HI,64095,KSBA,20,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-12
2023,12,13407,Nevada Power Co,Electric Utility,Dry Lake Solar Energy Center,NV,63933,DLES1,100,Batteries,MWH,BA,(L) Regulatory approvals pending. Not under construction,planning,2023-12
2023,12,62023,Skeleton Creek Energy Center,IPP,Skeleton Creek Energy Center Hybrid,OK,62494,SCBAT,200,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2023-12
2024,3,63726,Renewable Energy Ventures LLC,IPP,Forest Grove - Dodd,TX,64131,ESS1,100,Batteries,MWH,BA,"(P) Planned for installation, but regulatory approvals not initiated",planning,2024-03
